binomial,clade1,clade2,clade4,clade7,clade8,clade9,clade
Saccolaimus mixtus,0,0,0,0,0,1,9
Saguinus oedipus,0,0,0,1,0,0,7
Saiga tatarica,0,0,0,0,0,1,9
Saimiri oerstedii,0,0,0,1,0,0,7
Salanoia concolor,0,0,0,0,0,1,9
Santamartamys rufodorsalis,0,0,1,0,0,0,4
Sapajus flavius,0,0,0,0,0,0,0
Sarcophilus harrisii,1,0,0,0,0,0,1
Semnopithecus ajax,0,0,0,1,0,0,7
Semnopithecus dussumieri,0,0,0,1,0,0,7
Setonix brachyurus,1,0,0,0,0,0,1
Simias concolor,0,0,0,1,0,0,7
Sminthopsis bindi,1,0,0,0,0,0,1
Sminthopsis butleri,1,0,0,0,0,0,1
Sminthopsis leucopus,1,0,0,0,0,0,1
Sminthopsis psammophila,1,0,0,0,0,0,1
Sorex granarius,0,0,0,0,1,0,8
Sorex pacificus,0,0,0,0,1,0,8
Sorex tenellus,0,0,0,0,1,0,8
Spalax giganteus,0,0,1,0,0,0,4
Speothos venaticus,0,0,0,0,0,1,9
Sylvicapra grimmia,0,0,0,0,0,1,9
Syncerus caffer,0,0,0,0,0,1,9
Taphozous australis,0,0,0,0,0,1,9
Taphozous troughtoni,0,0,0,0,0,1,9
Tapirus bairdii,0,0,0,0,0,1,9
Tapirus indicus,0,0,0,0,0,1,9
Tapirus pinchaque,0,0,0,0,0,1,9
Tarsius sangirensis,0,0,0,1,0,0,7
Tarsius tumpara,0,0,0,0,0,0,0
Tetracerus quadricornis,0,0,0,0,0,1,9
Theropithecus gelada,0,0,0,1,0,0,7
Thomomys bulbivorus,0,0,1,0,0,0,4
Thomomys clusius,0,0,1,0,0,0,4
Trachypithecus delacouri,0,0,0,1,0,0,7
Trachypithecus francoisi,0,0,0,1,0,0,7
Trachypithecus geei,0,0,0,1,0,0,7
Trachypithecus johnii,0,0,0,1,0,0,7
Trachypithecus poliocephalus,0,0,0,1,0,0,7
Tragelaphus angasii,0,0,0,0,0,1,9
Tragelaphus buxtoni,0,0,0,0,0,1,9
Tragelaphus derbianus,0,0,0,0,0,1,9
Tragelaphus eurycerus,0,0,0,0,0,1,9
Tragelaphus imberbis,0,0,0,0,0,1,9
Tragelaphus oryx,0,0,0,0,0,1,9
Tragelaphus scriptus,0,0,0,0,0,1,9
Tragelaphus spekii,0,0,0,0,0,1,9
Tragelaphus strepsiceros,0,0,0,0,0,1,9
Tremarctos ornatus,0,0,0,0,0,1,9
Urocyon littoralis,0,0,0,0,0,1,9
Uromys hadrourus,0,0,1,0,0,0,4
Ursus americanus,0,0,0,0,0,1,9
Ursus arctos,0,0,0,0,0,1,9
Vicugna vicugna,0,0,0,0,0,1,9
Vulpes pallida,0,0,0,0,0,1,9
Wyulda squamicaudata,1,0,0,0,0,0,1
Xeromys myoides,0,0,1,0,0,0,4
Zaglossus bartoni,1,0,0,0,0,0,1
Zyzomys maini,0,0,1,0,0,0,4
Zyzomys palatalis,0,0,1,0,0,0,4
Zyzomys pedunculatus,0,0,1,0,0,0,4
Abrocoma bennettii,0,0,1,0,0,0,4
Abrothrix longipilis,0,0,1,0,0,0,4
Abrothrix olivaceus,0,0,1,0,0,0,4
Acinonyx jubatus,0,0,0,0,0,1,9
Acomys cahirinus,0,0,1,0,0,0,4
Acomys russatus,0,0,1,0,0,0,4
Acomys spinosissimus,0,0,1,0,0,0,4
Acomys subspinosus,0,0,1,0,0,0,4
Addax nasomaculatus,0,0,0,0,0,1,9
Aepyceros melampus,0,0,0,0,0,1,9
Aethomys chrysophilus,0,0,1,0,0,0,4
Alcelaphus buselaphus,0,0,0,0,0,1,9
Alouatta caraya,0,0,0,1,0,0,7
Alouatta guariba,0,0,0,1,0,0,7
Alouatta palliata,0,0,0,1,0,0,7
Alouatta pigra,0,0,0,1,0,0,7
Alouatta sara,0,0,0,1,0,0,7
Anomalurus derbianus,0,0,1,0,0,0,4
Anomalurus pusillus,0,0,1,0,0,0,4
Antidorcas marsupialis,0,0,0,0,0,1,9
Antilope cervicapra,0,0,0,0,0,1,9
Aotus azarae,0,0,0,1,0,0,7
Aotus lemurinus,0,0,0,1,0,0,7
Aotus nancymaae,0,0,0,1,0,0,7
Aotus nigriceps,0,0,0,1,0,0,7
Aotus vociferans,0,0,0,1,0,0,7
Apodemus flavicollis,0,0,1,0,0,0,4
Apomys musculus,0,0,1,0,0,0,4
Archboldomys luzonensis,0,0,1,0,0,0,4
Arctocebus aureus,0,0,0,1,0,0,7
Arvicanthis abyssinicus,0,0,1,0,0,0,4
Ateles belzebuth,0,0,0,1,0,0,7
Ateles chamek,0,0,0,1,0,0,7
Ateles geoffroyi,0,0,0,1,0,0,7
Ateles paniscus,0,0,0,1,0,0,7
Avahi laniger,0,0,0,1,0,0,7
Axis axis,0,0,0,0,0,1,9
Axis porcinus,0,0,0,0,0,1,9
Beatragus hunteri,0,0,0,0,0,1,9
Blastocerus dichotomus,0,0,0,0,0,1,9
Boselaphus tragocamelus,0,0,0,0,0,1,9
Brachyteles arachnoides,0,0,0,1,0,0,7
Cacajao calvus,0,0,0,1,0,0,7
Callicebus personatus,0,0,0,1,0,0,7
Callimico goeldii,0,0,0,1,0,0,7
Callithrix aurita,0,0,0,1,0,0,7
Callithrix flaviceps,0,0,0,1,0,0,7
Callithrix geoffroyi,0,0,0,1,0,0,7
Callithrix jacchus,0,0,0,1,0,0,7
Callithrix penicillata,0,0,0,1,0,0,7
Callosciurus erythraeus,0,0,1,0,0,0,4
Caluromys philander,1,0,0,0,0,0,1
Canis aureus,0,0,0,0,0,1,9
Canis latrans,0,0,0,0,0,1,9
Canis lupus,0,0,0,0,0,1,9
Catagonus wagneri,0,0,0,0,0,1,9
Cebus albifrons,0,0,0,1,0,0,7
Cephalophus adersi,0,0,0,0,0,1,9
Cephalophus natalensis,0,0,0,0,0,1,9
Cephalophus niger,0,0,0,0,0,1,9
Cephalophus nigrifrons,0,0,0,0,0,1,9
Cephalophus rufilatus,0,0,0,0,0,1,9
Cephalophus silvicultor,0,0,0,0,0,1,9
Ceratotherium simum,0,0,0,0,0,1,9
Cercocebus agilis,0,0,0,1,0,0,7
Cercocebus atys,0,0,0,1,0,0,7
Cercocebus galeritus,0,0,0,1,0,0,7
Cercocebus torquatus,0,0,0,1,0,0,7
Cercopithecus ascanius,0,0,0,1,0,0,7
Cercopithecus campbelli,0,0,0,1,0,0,7
Cercopithecus cephus,0,0,0,1,0,0,7
Cercopithecus diana,0,0,0,1,0,0,7
Cercopithecus mitis,0,0,0,1,0,0,7
Cercopithecus mona,0,0,0,1,0,0,7
Cercopithecus neglectus,0,0,0,1,0,0,7
Cercopithecus nictitans,0,0,0,1,0,0,7
Cercopithecus petaurista,0,0,0,1,0,0,7
Cervus elaphus,0,0,0,0,0,1,9
Chaetodipus nelsoni,0,0,1,0,0,0,4
Chaetodipus penicillatus,0,0,1,0,0,0,4
Cheirogaleus medius,0,0,0,1,0,0,7
Chinchilla lanigera,0,0,1,0,0,0,4
Colobus angolensis,0,0,0,1,0,0,7
Colobus guereza,0,0,0,1,0,0,7
Colobus polykomos,0,0,0,1,0,0,7
Colobus satanas,0,0,0,1,0,0,7
Connochaetes gnou,0,0,0,0,0,1,9
Connochaetes taurinus,0,0,0,0,0,1,9
Crocidura hirta,0,0,0,0,1,0,8
Crocuta crocuta,0,0,0,0,0,1,9
Cuon alpinus,0,0,0,0,0,1,9
Cynomys leucurus,0,0,1,0,0,0,4
Damaliscus lunatus,0,0,0,0,0,1,9
Damaliscus pygargus,0,0,0,0,0,1,9
Diceros bicornis,0,0,0,0,0,1,9
Didelphis aurita,1,0,0,0,0,0,1
Didelphis marsupialis,1,0,0,0,0,0,1
Dipodomys merriami,0,0,1,0,0,0,4
Dipodomys nelsoni,0,0,1,0,0,0,4
Dipodomys ordii,0,0,1,0,0,0,4
Dipodomys spectabilis,0,0,1,0,0,0,4
Elephantulus brachyrhynchus,0,1,0,0,0,0,2
Elephantulus edwardii,0,1,0,0,0,0,2
Elephas maximus,0,1,0,0,0,0,2
Eliomys quercinus,0,0,1,0,0,0,4
Equus kiang,0,0,0,0,0,1,9
Equus zebra,0,0,0,0,0,1,9
Erinaceus europaeus,0,0,0,0,1,0,8
Erythrocebus patas,0,0,0,1,0,0,7
Eudorcas rufifrons,0,0,0,0,0,1,9
Eudorcas thomsonii,0,0,0,0,0,1,9
Eulemur coronatus,0,0,0,1,0,0,7
Eulemur macaco,0,0,0,1,0,0,7
Eulemur mongoz,0,0,0,1,0,0,7
Eulemur rubriventer,0,0,0,1,0,0,7
Eulemur rufus,0,0,0,1,0,0,7
Eulemur sanfordi,0,0,0,1,0,0,7
Euoticus elegantulus,0,0,0,1,0,0,7
Galago senegalensis,0,0,0,1,0,0,7
Gazella bennettii,0,0,0,0,0,1,9
Gazella dorcas,0,0,0,0,0,1,9
Gazella gazella,0,0,0,0,0,1,9
Geomys attwateri,0,0,1,0,0,0,4
Gerbilliscus leucogaster,0,0,1,0,0,0,4
Giraffa camelopardalis,0,0,0,0,0,1,9
Glaucomys sabrinus,0,0,1,0,0,0,4
Glis glis,0,0,1,0,0,0,4
Gorilla beringei,0,0,0,1,0,0,7
Gorilla gorilla,0,0,0,1,0,0,7
Grammomys dolichurus,0,0,1,0,0,0,4
Graphiurus murinus,0,0,1,0,0,0,4
Hapalemur alaotrensis,0,0,0,1,0,0,7
Hapalemur griseus,0,0,0,1,0,0,7
Heterohyrax brucei,0,1,0,0,0,0,2
Heteromys anomalus,0,0,1,0,0,0,4
Hippocamelus bisulcus,0,0,0,0,0,1,9
Hippopotamus amphibius,0,0,0,0,0,1,9
Hippotragus equinus,0,0,0,0,0,1,9
Hippotragus niger,0,0,0,0,0,1,9
Hyaena hyaena,0,0,0,0,0,1,9
Hydrochoerus hydrochaeris,0,0,1,0,0,0,4
Hylobates agilis,0,0,0,1,0,0,7
Hylobates lar,0,0,0,1,0,0,7
Hylobates moloch,0,0,0,1,0,0,7
Hylobates muelleri,0,0,0,1,0,0,7
Hylobates pileatus,0,0,0,1,0,0,7
Hylomys suillus,0,0,0,0,1,0,8
Idiurus macrotis,0,0,1,0,0,0,4
Indri indri,0,0,0,1,0,0,7
Isoodon obesulus,1,0,0,0,0,0,1
Kobus ellipsiprymnus,0,0,0,0,0,1,9
Kobus kob,0,0,0,0,0,1,9
Kobus leche,0,0,0,0,0,1,9
Kobus megaceros,0,0,0,0,0,1,9
Kobus vardonii,0,0,0,0,0,1,9
Lagothrix lagotricha,0,0,0,1,0,0,7
Lemur catta,0,0,0,1,0,0,7
Leontopithecus chrysomelas,0,0,0,1,0,0,7
Leontopithecus chrysopygus,0,0,0,1,0,0,7
Leontopithecus rosalia,0,0,0,1,0,0,7
Leopardus pardalis,0,0,0,0,0,1,9
Lepilemur edwardsi,0,0,0,1,0,0,7
Lepilemur mustelinus,0,0,0,1,0,0,7
Lepilemur ruficaudatus,0,0,0,1,0,0,7
Litocranius walleri,0,0,0,0,0,1,9
Lophocebus albigena,0,0,0,1,0,0,7
Lophocebus aterrimus,0,0,0,1,0,0,7
Loxodonta africana,0,1,0,0,0,0,2
Lycaon pictus,0,0,0,0,0,1,9
Lynx canadensis,0,0,0,0,0,1,9
Macaca assamensis,0,0,0,1,0,0,7
Macaca fascicularis,0,0,0,1,0,0,7
Macaca mulatta,0,0,0,1,0,0,7
Macaca nemestrina,0,0,0,1,0,0,7
Macaca nigra,0,0,0,1,0,0,7
Macaca radiata,0,0,0,1,0,0,7
Macaca silenus,0,0,0,1,0,0,7
Macaca sinica,0,0,0,1,0,0,7
Macaca sylvanus,0,0,0,1,0,0,7
Macropus giganteus,1,0,0,0,0,0,1
Madoqua guentheri,0,0,0,0,0,1,9
Madoqua kirkii,0,0,0,0,0,1,9
Mandrillus sphinx,0,0,0,1,0,0,7
Marmosa robinsoni,1,0,0,0,0,0,1
Marmosops fuscatus,1,0,0,0,0,0,1
Martes martes,0,0,0,0,0,1,9
Mastomys natalensis,0,0,1,0,0,0,4
Meles meles,0,0,0,0,0,1,9
Melursus ursinus,0,0,0,0,0,1,9
Meriones unguiculatus,0,0,1,0,0,0,4
Metachirus nudicaudatus,1,0,0,0,0,0,1
Microcebus murinus,0,0,0,1,0,0,7
Microcebus myoxinus,0,0,0,1,0,0,7
Microcebus rufus,0,0,0,1,0,0,7
Microtus californicus,0,0,1,0,0,0,4
Microtus miurus,0,0,1,0,0,0,4
Miopithecus talapoin,0,0,0,1,0,0,7
Monodelphis brevicaudata,1,0,0,0,0,0,1
Moschiola meminna,0,0,0,0,0,1,9
Muntiacus muntjak,0,0,0,0,0,1,9
Mus mahomet,0,0,1,0,0,0,4
Mus minutoides,0,0,1,0,0,0,4
Mus musculus,0,0,1,0,0,0,4
Myomyscus verreauxii,0,0,1,0,0,0,4
Myosorex varius,0,0,0,0,1,0,8
Naemorhedus goral,0,0,0,0,0,1,9
Nanger dama,0,0,0,0,0,1,9
Nanger granti,0,0,0,0,0,1,9
Nanger soemmerringii,0,0,0,0,0,1,9
Nasalis larvatus,0,0,0,1,0,0,7
Neacomys tenuipes,0,0,1,0,0,0,4
Necromys urichi,0,0,1,0,0,0,4
Neofelis nebulosa,0,0,0,0,0,1,9
Neomys fodiens,0,0,0,0,1,0,8
Neotoma albigula,0,0,1,0,0,0,4
Neotoma floridana,0,0,1,0,0,0,4
Neotoma lepida,0,0,1,0,0,0,4
Neotoma mexicana,0,0,1,0,0,0,4
Neotomodon alstoni,0,0,1,0,0,0,4
Ochotona collaris,0,0,1,0,0,0,4
Ochotona princeps,0,0,1,0,0,0,4
Octodon degus,0,0,1,0,0,0,4
Odocoileus virginianus,0,0,0,0,0,1,9
Oecomys bicolor,0,0,1,0,0,0,4
Oecomys concolor,0,0,1,0,0,0,4
Okapia johnstoni,0,0,0,0,0,1,9
Oligoryzomys longicaudatus,0,0,1,0,0,0,4
Onychomys torridus,0,0,1,0,0,0,4
Oreotragus oreotragus,0,0,0,0,0,1,9
Oryx beisa,0,0,0,0,0,1,9
Oryx gazella,0,0,0,0,0,1,9
Oryx leucoryx,0,0,0,0,0,1,9
Osgoodomys banderanus,0,0,1,0,0,0,4
Otomys angoniensis,0,0,1,0,0,0,4
Ourebia ourebi,0,0,0,0,0,1,9
Ovis ammon,0,0,0,0,0,1,9
Ovis dalli,0,0,0,0,0,1,9
Pan paniscus,0,0,0,1,0,0,7
Pan troglodytes,0,0,0,1,0,0,7
Panthera leo,0,0,0,0,0,1,9
Panthera onca,0,0,0,0,0,1,9
Panthera pardus,0,0,0,0,0,1,9
Panthera tigris,0,0,0,0,0,1,9
Pantholops hodgsonii,0,0,0,0,0,1,9
Papio anubis,0,0,0,1,0,0,7
Papio cynocephalus,0,0,0,1,0,0,7
Papio papio,0,0,0,1,0,0,7
Papio ursinus,0,0,0,1,0,0,7
Paraxerus cepapi,0,0,1,0,0,0,4
Paraxerus palliatus,0,0,1,0,0,0,4
Pelea capreolus,0,0,0,0,0,1,9
Perodicticus potto,0,0,0,1,0,0,7
Perognathus flavus,0,0,1,0,0,0,4
Peromyscus boylii,0,0,1,0,0,0,4
Peromyscus californicus,0,0,1,0,0,0,4
Peromyscus eremicus,0,0,1,0,0,0,4
Peromyscus gossypinus,0,0,1,0,0,0,4
Peromyscus leucopus,0,0,1,0,0,0,4
Peromyscus maniculatus,0,0,1,0,0,0,4
Peromyscus melanotis,0,0,1,0,0,0,4
Peromyscus perfulvus,0,0,1,0,0,0,4
Peromyscus truei,0,0,1,0,0,0,4
Phacochoerus aethiopicus,0,0,0,0,0,1,9
Phacochoerus africanus,0,0,0,0,0,1,9
Philander opossum,1,0,0,0,0,0,1
Philantomba maxwellii,0,0,0,0,0,1,9
Philantomba monticola,0,0,0,0,0,1,9
Phyllotis darwini,0,0,1,0,0,0,4
Pithecia albicans,0,0,0,1,0,0,7
Pithecia pithecia,0,0,0,1,0,0,7
Pongo abelii,0,0,0,1,0,0,7
Pongo pygmaeus,0,0,0,1,0,0,7
Potamochoerus larvatus,0,0,0,0,0,1,9
Presbytis comata,0,0,0,1,0,0,7
Presbytis femoralis,0,0,0,1,0,0,7
Presbytis frontata,0,0,0,1,0,0,7
Presbytis hosei,0,0,0,1,0,0,7
Presbytis potenziani,0,0,0,1,0,0,7
Presbytis rubicunda,0,0,0,1,0,0,7
Presbytis siamensis,0,0,0,1,0,0,7
Presbytis thomasi,0,0,0,1,0,0,7
Procapra picticaudata,0,0,0,0,0,1,9
Procapra przewalskii,0,0,0,0,0,1,9
Procavia capensis,0,1,0,0,0,0,2
Procolobus verus,0,0,0,1,0,0,7
Proechimys guairae,0,0,1,0,0,0,4
Proechimys semispinosus,0,0,1,0,0,0,4
Propithecus diadema,0,0,0,1,0,0,7
Propithecus verreauxi,0,0,0,1,0,0,7
Pseudois nayaur,0,0,0,0,0,1,9
Rangifer tarandus,0,0,0,0,0,1,9
Raphicerus campestris,0,0,0,0,0,1,9
Raphicerus melanotis,0,0,0,0,0,1,9
Raphicerus sharpei,0,0,0,0,0,1,9
Rattus fuscipes,0,0,1,0,0,0,4
Rattus rattus,0,0,1,0,0,0,4
Redunca arundinum,0,0,0,0,0,1,9
Redunca fulvorufula,0,0,0,0,0,1,9
Redunca redunca,0,0,0,0,0,1,9
Reithrodontomys chrysopsis,0,0,1,0,0,0,4
Reithrodontomys megalotis,0,0,1,0,0,0,4
Rhabdomys pumilio,0,0,1,0,0,0,4
Rhinopithecus bieti,0,0,0,1,0,0,7
Rhipidomys mastacalis,0,0,1,0,0,0,4
Rhynchocyon chrysopygus,0,1,0,0,0,0,2
Rucervus duvaucelii,0,0,0,0,0,1,9
Rusa unicolor,0,0,0,0,0,1,9
Saccostomus campestris,0,0,1,0,0,0,4
Saccostomus mearnsi,0,0,1,0,0,0,4
Saguinus fuscicollis,0,0,0,1,0,0,7
Saguinus geoffroyi,0,0,0,1,0,0,7
Saguinus imperator,0,0,0,1,0,0,7
Saguinus labiatus,0,0,0,1,0,0,7
Saguinus leucopus,0,0,0,1,0,0,7
Saguinus midas,0,0,0,1,0,0,7
Saguinus mystax,0,0,0,1,0,0,7
Saguinus nigricollis,0,0,0,1,0,0,7
Saguinus oedipus,0,0,0,1,0,0,7
Saimiri boliviensis,0,0,0,1,0,0,7
Saimiri oerstedii,0,0,0,1,0,0,7
Saimiri sciureus,0,0,0,1,0,0,7
Sciurus carolinensis,0,0,1,0,0,0,4
Sciurus granatensis,0,0,1,0,0,0,4
Sciurus vulgaris,0,0,1,0,0,0,4
Semnopithecus entellus,0,0,0,1,0,0,7
Sigmodon alstoni,0,0,1,0,0,0,4
Sigmodon hispidus,0,0,1,0,0,0,4
Simias concolor,0,0,0,1,0,0,7
Sorex araneus,0,0,0,0,1,0,8
Sorex oreopolus,0,0,0,0,1,0,8
Steatomys pratensis,0,0,1,0,0,0,4
Sus scrofa,0,0,0,0,0,1,9
Sylvicapra grimmia,0,0,0,0,0,1,9
Sylvilagus floridanus,0,0,1,0,0,0,4
Symphalangus syndactylus,0,0,0,1,0,0,7
Syncerus caffer,0,0,0,0,0,1,9
Tamiasciurus douglasii,0,0,1,0,0,0,4
Tamiasciurus hudsonicus,0,0,1,0,0,0,4
Tapirus bairdii,0,0,0,0,0,1,9
Tapirus pinchaque,0,0,0,0,0,1,9
Tarsius bancanus,0,0,0,1,0,0,7
Tarsius tarsier,0,0,0,1,0,0,7
Taxidea taxus,0,0,0,0,0,1,9
Tetracerus quadricornis,0,0,0,0,0,1,9
Thallomys paedulcus,0,0,1,0,0,0,4
Theropithecus gelada,0,0,0,1,0,0,7
Tlacuatzin canescens,1,0,0,0,0,0,1
Trachypithecus geei,0,0,0,1,0,0,7
Trachypithecus johnii,0,0,0,1,0,0,7
Trachypithecus obscurus,0,0,0,1,0,0,7
Trachypithecus phayrei,0,0,0,1,0,0,7
Trachypithecus pileatus,0,0,0,1,0,0,7
Trachypithecus vetulus,0,0,0,1,0,0,7
Tragelaphus angasii,0,0,0,0,0,1,9
Tragelaphus buxtoni,0,0,0,0,0,1,9
Tragelaphus eurycerus,0,0,0,0,0,1,9
Tragelaphus imberbis,0,0,0,0,0,1,9
Tragelaphus scriptus,0,0,0,0,0,1,9
Tragelaphus spekii,0,0,0,0,0,1,9
Tragelaphus strepsiceros,0,0,0,0,0,1,9
Trinomys iheringi,0,0,1,0,0,0,4
Tupaia glis,0,0,1,0,0,0,4
Varecia variegata,0,0,0,1,0,0,7
Zygodontomys brevicauda,0,0,1,0,0,0,4
