,Binomial,Range_m,pop_density,label,AdultBodyMassG,RedListStatus,TrophicLevel,MaturePop,Range
235,Macrotis lagotis,1077479.5480748,0.008352826757669001,Entire range,1229.58,VU,Herbivore,9000.00000000002,1077479.5480748
236,Madoqua guentheri,1270987.09731536,0.269373308921209,Entire range,4623.7,LC,Herbivore,342370.000000001,1270987.09731536
237,Madoqua kirkii,1336496.83794007,0.486772569550346,Entire range,4833.4,LC,Herbivore,650570.0,1336496.83794007
238,Madoqua piacentinii,56979.3484691146,0.35275938633968607,Entire range,2500.0,DD,Herbivore,20100.0,56979.3484691146
239,Madoqua saltiana,1098767.26978426,0.296106381166488,Entire range,3424.47,LC,Herbivore,325351.999999999,1098767.26978426
240,Marmota caudata,547910.242500489,0.733696815313033,Entire range,4350.0,LC,Herbivore,402000.000000001,547910.242500489
241,Marmota menzbieri,2790.4272202778698,5.282345259853139,Entire range,3250.0,VU,Herbivore,14740.0,2790.4272202778698
242,Marmota olympus,5368.55661787667,0.526850571963395,Entire range,6299.99,LC,Herbivore,2828.4271247461897,5368.55661787667
243,Marmota vancouverensis,2075.0212114884603,0.043373050599054004,Entire range,5232.43,CR,Herbivore,89.9999999999997,2075.0212114884603
244,Martes gwatkinsii,30613.0263082874,0.032665832836308,Entire range,2038.49,VU,Omnivore,1000.0,30613.0263082874
245,Mastacomys fuscus,62933.0661913331,0.7106178398178,Entire range,125.72,NT,Herbivore,44721.3595499958,62933.0661913331
246,Mazama bororo,19498.6330790573,0.4359279938002171,Entire range,18335.81714,VU,Herbivore,8500.0,19498.6330790573
247,Mesembriomys gouldii,237211.17576096102,0.126469589401771,Entire range,716.49,VU,Omnivore,30000.0000000001,237211.17576096102
249,Mesocapromys auritus,83.0126827169791,10.7205765351016,Entire range,1533.200179,EN,Omnivore,889.9438184514801,83.0126827169791
250,Microcebus berthae,546.444861883062,14.640086416828598,Entire range,33.45,EN,Omnivore,8000.0,546.444861883062
252,Microtus abbreviatus,329.121431231776,947.691703157035,Entire range,66.06,LC,Herbivore,311905.649709523,329.121431231776
253,Microtus breweri,1.8949269040644199,1936.61355876758,Entire range,54.0,VU,Herbivore,3669.7411352846293,1.8949269040644199
254,Microtus tatricus,18330.8933405179,8.17289979868779,Entire range,40.0,LC,Herbivore,149816.554492486,18330.8933405179
256,Mirza zaza,9803.193030656079,3.69869396997658,Entire range,326.5,EN,Insectivore,36259.0109490041,9803.193030656079
259,Muntiacus crinifrons,113889.54085435199,0.045378427633584996,Entire range,18590.01,VU,Herbivore,5168.1282878814,113889.54085435199
261,Mustela felipei,57459.898351403,0.023494646505357996,Entire range,211.3,VU,Carnivore,1350.0,57459.898351403
263,Myotis grisescens,853015.9254726259,1.57089681444992,Entire range,10.84,NT,Insectivore,1340000.0,853015.9254726259
265,Myotis planiceps,12295.1770420058,0.019519849057891003,Entire range,9.597169811,EN,Insectivore,240.0,12295.1770420058
267,Myrmecobius fasciatus,1128.01036910752,0.709213338732836,Entire range,511.44,EN,Insectivore,800.0000000000031,1128.01036910752
269,Myzopoda aurita,107290.249959933,1.0741406419405801,Entire range,9.1,LC,Insectivore,115244.81796592801,107290.249959933
270,Myzopoda schliemanni,36338.985637803904,2.50305081910283,Entire range,9.1,LC,Insectivore,90958.327766071,36338.985637803904
272,Nanger dama,204791.99336774898,0.0006905609634030001,Entire range,71424.81,CR,Herbivore,141.421356237309,204791.99336774898
274,Nanger soemmerringii,290635.22042267,0.015387453552587,Entire range,41582.93,VU,Herbivore,4472.1359549995705,290635.22042267
275,Neofelis diardi,510006.384690234,0.008823418951379,Entire range,22500.0,VU,Carnivore,4500.0,510006.384690234
277,Neotragus batesi,802403.340648131,0.18286314695734,Entire range,2967.45,LC,Herbivore,146730.0,802403.340648131
278,Neotragus pygmaeus,443521.67300967296,0.093659459115303,Entire range,3913.68,LC,Herbivore,41540.0,443521.67300967296
279,Nesotragus moschatus,1370656.72786215,0.178418122516665,Entire range,6499.0,LC,Herbivore,244550.0,1370656.72786215
280,Nilgiritragus hylocrius,2096.8366445841602,0.606263545932926,Entire range,75000.0,EN,Herbivore,1271.23561938769,2096.8366445841602
281,Nomascus concolor,26325.6011742121,0.041037715762795,Entire range,6410.47,CR,Herbivore,1080.34253827201,26325.6011742121
282,Nomascus hainanus,164.971896073353,0.10499065894222001,Entire range,7790.0,CR,Herbivore,17.3205080756888,164.971896073353
283,Nomascus nasutus,8311.901799464109,0.005532924986341,Entire range,7124.094,CR,Herbivore,45.98912915026771,8311.901799464109
284,Notomys aquilo,2283.39217701814,4.37944918119974,Entire range,38.99,EN,Herbivore,9999.99999999999,2283.39217701814
285,Notomys cervinus,83793.8653114895,0.227564801073817,Entire range,34.79,NT,Herbivore,19068.5342908153,83793.8653114895
286,Notoryctes typhlops,921390.4186388759,0.034320713523805,Entire range,55.0,LC,Insectivore,31622.7766016838,921390.4186388759
287,Nyctalus azoreum,2237.3332581446602,0.10482157145674902,Entire range,28.97666667,VU,Insectivore,234.520787991172,2237.3332581446602
289,Ochotona iliensis,32973.374177723796,0.020319424890785,Entire range,165.0,EN,Herbivore,670.0000000000019,32973.374177723796
290,Odocoileus hemionus,6340068.20668366,0.634062579289312,Entire range,84560.57,LC,Herbivore,4020000.00000001,6340068.20668366
291,Odocoileus virginianus,14410636.173692001,1.90623090257105,Entire range,75901.25,LC,Herbivore,27469999.9999999,14410636.173692001
292,Okapia johnstoni,264220.212685383,0.106078602405281,Entire range,230001.1,EN,Herbivore,28028.1108888915,264220.212685383
293,Onychogalea fraenata,848.876560774641,1.10508782467576,Entire range,4952.05,VU,Herbivore,938.083151964689,848.876560774641
294,Oreamnos americanus,801852.339187708,0.08152651470073599,Entire range,72105.4,LC,Herbivore,65372.226518606505,801852.339187708
295,Oreotragus oreotragus,5218047.64890264,0.005392821586426,Entire range,13486.55,LC,Herbivore,28140.0,5218047.64890264
296,Ornithorhynchus anatinus,900539.932255984,0.07647908497235001,Entire range,1484.25,NT,Insectivore,68872.47,900539.932255984
297,Oryx beisa,1048624.70529928,0.011403756446582,Entire range,200576.5,NT,Herbivore,11958.260743101398,1048624.70529928
298,Oryx gazella,1766026.91909201,0.14150973425053398,Entire range,188404.5,LC,Herbivore,249910.0,1766026.91909201
299,Oryx leucoryx,20909.9452219544,0.040650512996443997,Entire range,75788.24,VU,Herbivore,849.9999999999981,20909.9452219544
300,Otocolobus manul,2321211.06170126,0.006597848964573,Entire range,3500.0,NT,Carnivore,15315.0,2321211.06170126
301,Ourebia ourebi,7496162.12577986,0.06703430256289,Entire range,17186.09,LC,Herbivore,502500.0,7496162.12577986
302,Ovibos moschatus,1591570.60726189,0.085076773390642,Entire range,312500.0,LC,Herbivore,135405.691889226,1591570.60726189
303,Ovis ammon,3583607.69074678,0.017422410762697,Entire range,113998.7,NT,Herbivore,62435.0852005504,3583607.69074678
304,Ovis canadensis,532974.923966456,0.07907126227697,Entire range,74644.87,LC,Herbivore,42143.0,532974.923966456
305,Ovis dalli,816225.065559673,0.093554627008275,Entire range,70194.13,LC,Herbivore,76361.6315632398,816225.065559673
306,Ovis nivicola,1369345.47057524,0.043967628202695994,Entire range,90000.0,LC,Herbivore,60206.872531298395,1369345.47057524
307,Ozotoceros bezoarticus,468420.53203222103,0.057213546732739005,Entire range,34620.4,NT,Herbivore,26800.0,468420.53203222103
309,Pan troglodytes,2314277.94913039,0.11657831179274301,Entire range,45000.0,EN,Herbivore,269794.616328792,2314277.94913039
310,Panthera leo,1690496.59649912,0.012682663806837,Entire range,158623.9,VU,Carnivore,21440.0,1690496.59649912
311,Panthera onca,9026158.26285303,0.0047506368436359995,Entire range,83943.09,NT,Carnivore,42880.0,9026158.26285303
312,Panthera tigris,704328.5007495191,0.003703585711391,Entire range,161914.7,EN,Carnivore,2608.54097150112,704328.5007495191
313,Panthera uncia,3006497.02502128,0.0016630650083429997,Entire range,41000.0,VU,Carnivore,5000.00000000001,3006497.02502128
314,Pantholops hodgsonii,1091078.31645566,0.137478673838255,Entire range,32733.12,NT,Herbivore,150000.0,1091078.31645566
315,Parantechinus apicalis,2721.8862271820103,0.257174599367702,Entire range,71.31,EN,Insectivore,700.0,2721.8862271820103
317,Pelea capreolus,557077.542006304,0.021648691772003997,Entire range,22731.33,NT,Herbivore,12060.0,557077.542006304
318,Pentalagus furnessi,370.201150094973,9.04913450198783,Entire range,2253.25,EN,Herbivore,3350.0,370.201150094973
319,Perameles bougainville,89.1200060501315,25.0905276671768,Entire range,230.8,VU,Omnivore,2236.06797749979,89.1200060501315
320,Perameles gunnii,31989.708264932204,0.786148776091482,Entire range,903.46,VU,Omnivore,25148.67,31989.708264932204
321,Peromyscus mekisturus,98.5660414020877,0.071739391288121,Entire range,59.99,CR,Omnivore,7.071067811865469,98.5660414020877
322,Petauroides volans,633491.264568611,0.249591260135355,Entire range,1257.17,VU,Herbivore,158113.883008419,633491.264568611
323,Petaurus australis,231711.032060867,0.6823752913365171,Entire range,567.15,NT,Omnivore,158113.883008419,231711.032060867
324,Petrogale concinna,82698.68766943361,0.085503990584835,Entire range,1398.2,EN,Herbivore,7071.06781186548,82698.68766943361
325,Petrogale godmani,36293.7937943184,0.275529200851013,Entire range,4750.0,NT,Herbivore,10000.0,36293.7937943184
326,Petrogale lateralis,112824.105547161,0.07090683290776,Entire range,4567.88,VU,Herbivore,7999.999999999971,112824.105547161
327,Petrogale mareeba,19944.2132746447,0.501398569213713,Entire range,4644.155385,NT,Herbivore,10000.0,19944.2132746447
328,Petrogale penicillata,101649.674097244,0.19675419697722699,Entire range,6931.6,VU,Herbivore,20000.000000000102,101649.674097244
329,Petrogale purpureicollis,80361.1554311243,0.10421701822316401,Entire range,4500.0,NT,Herbivore,8375.0,80361.1554311243
330,Petrogale sharmani,16921.711644529598,0.031675282693597,Entire range,4644.155385,VU,Herbivore,535.999999999999,16921.711644529598
332,Phalanger matanim,153.144784037706,0.261190743461112,Entire range,1442.38,CR,Omnivore,39.9999999999999,153.144784037706
334,Phascogale tapoatafa,272010.809938636,0.055144867232975,Entire range,192.65,NT,Omnivore,15000.0,272010.809938636
335,Phascolarctos cinereus,1084790.32837671,0.276551138180706,Entire range,6528.74,VU,Herbivore,300000.000000001,1084790.32837671
336,Philantomba maxwellii,872151.1705745041,1.6416764069202,Entire range,8557.69,LC,Omnivore,1431790.0,872151.1705745041
337,Philantomba monticola,6383787.67223488,0.734673557580603,Entire range,4896.05,LC,Omnivore,4690000.0,6383787.67223488
338,Phyllonycteris aphylla,215.185973097491,1.16178576326969,Entire range,14.15,CR,Herbivore,250.0,215.185973097491
339,Piliocolobus gordonorum,5829.77659778458,1.7698791414959198,Entire range,3977.86,EN,NotAssigned,10318.0,5829.77659778458
340,Pipistrellus maderensis,4203.79249060137,0.007518677796115,Entire range,5.93375,VU,Insectivore,31.606961258558197,4203.79249060137
342,Poiana leightoni,48683.2941612329,0.16813473518787803,Entire range,570.08,VU,Omnivore,8185.35277187246,48683.2941612329
343,Pongo abelii,17958.8009150854,0.516561213850723,Entire range,39696.12,CR,Omnivore,9276.81999999999,17958.8009150854
344,Pongo pygmaeus,226358.938971497,0.30990161165596003,Entire range,53408.29,CR,Omnivore,70149.0,226358.938971497
345,Porcula salvania,881.6785916121021,0.358665582929299,Entire range,9200.0,CR,Omnivore,316.227766016838,881.6785916121021
346,Potorous gilbertii,17.101347433274697,2.8652713004741903,Entire range,1569.46,CR,Herbivore,49.0,17.101347433274697
347,Potorous longipes,4229.45169970166,0.709311800442506,Entire range,1835.06,VU,Omnivore,3000.0,4229.45169970166
348,Potorous tridactylus,125034.953503104,0.599832270087085,Entire range,1054.67,NT,Omnivore,75000.0,125034.953503104
349,Presbytis chrysomelas,39860.9088891355,0.0059426836542119995,Entire range,6630.0,CR,Herbivore,236.880771697494,39860.9088891355
352,Presbytis potenziani,6004.4802735115,4.0170004565431405,Entire range,6449.53,EN,Herbivore,24120.0,6004.4802735115
353,Prionailurus planiceps,150962.046127487,0.016553829681731,Entire range,3533.76,EN,Carnivore,2499.00000000001,150962.046127487
354,Procapra gutturosa,715733.6667724459,1.2099827687158,Entire range,28274.27,LC,Herbivore,866025.4037844359,715733.6667724459
355,Procapra picticaudata,2394538.33096365,0.041761703584739,Entire range,23197.67,NT,Herbivore,100000.0,2394538.33096365
356,Procapra przewalskii,1076.30104095982,0.9145066892033629,Entire range,27499.99,EN,Herbivore,984.2845015542979,1076.30104095982
357,Procyon lotor,11684834.867630301,2.2935711375983905,Entire range,6373.72,LC,Omnivore,26800000.000000197,11684834.867630301
358,Procyon pygmaeus,488.35360663193705,0.6756281627822479,Entire range,2958.03,CR,Omnivore,329.94545003682003,488.35360663193705
363,Propithecus coquereli,30814.266153921002,4.34863512019574,Entire range,4189.27,EN,Herbivore,134000.0,30814.266153921002
365,Propithecus perrieri,62.3003537979047,0.253792913474172,Entire range,6500.0,CR,Herbivore,15.811388300841902,62.3003537979047
366,Propithecus tattersalli,1721.74102599355,3.0142731139969903,Entire range,3531.39,CR,Herbivore,5189.79768391795,1721.74102599355
367,Pseudantechinus bilarni,134277.932628743,0.12548308251502902,Entire range,23.05,LC,Insectivore,16849.6089000001,134277.932628743
368,Pseudantechinus mimulus,3092.03202720339,0.022868675840531,Entire range,17.0,NT,Insectivore,70.71067811865491,3092.03202720339
369,Pseudochirulus cinereus,895.8138120644279,40.888424046996896,Entire range,977.48,NT,Herbivore,36628.4150148471,895.8138120644279
370,Pseudois nayaur,2858794.5594924,0.048793969747697,Entire range,52334.57,LC,Herbivore,139491.935250752,2858794.5594924
371,Pseudomys australis,199918.689081993,0.050020335997195,Entire range,52.97,VU,Omnivore,9999.99999999999,199918.689081993
372,Pseudomys calabyi,20211.8515320354,0.742138837514481,Entire range,13.0,VU,Omnivore,15000.0,20211.8515320354
373,Pseudomys fieldi,42.0178268445805,237.994221761848,Entire range,42.35,VU,Omnivore,10000.0,42.0178268445805
374,Pseudomys fumeus,16696.3417503876,0.00423510007017,Entire range,68.75,VU,Herbivore,70.7106781186547,16696.3417503876
375,Pseudomys novaehollandiae,89951.8843649047,0.088936435923306,Entire range,16.8,VU,Omnivore,8000.0,89951.8843649047
376,Pseudomys oralis,26516.21539562,0.18856386273079898,Entire range,95.0,VU,Omnivore,4999.99999999999,26516.21539562
377,Pseudomys shortridgei,31488.7223962398,0.34933141654910604,Entire range,72.06,NT,Omnivore,11000.0,31488.7223962398
378,Pseudoryx nghetinhensis,13994.9856889855,0.009289041295863,Entire range,97842.2,CR,Herbivore,130.0,13994.9856889855
379,Pteralopex taki,3316.80112381638,0.165135785070811,Entire range,452.2333333000001,VU,Herbivore,547.722557505166,3316.80112381638
380,Pteropus aldabrensis,158.455861341694,1.6913227300698301,Entire range,310.29,VU,Herbivore,268.0,158.455861341694
381,Pteropus dasymallus,2890.66561970342,1.46770372131612,Entire range,491.86,VU,Herbivore,4242.640687119279,2890.66561970342
382,Pteropus livingstonii,265.681962487188,3.27835578993061,Entire range,734.27,CR,Herbivore,871.0,265.681962487188
383,Pteropus mariannus,1025.73543852882,6.563826992156099,Entire range,458.58,EN,Herbivore,6732.749958226539,1025.73543852882
385,Pteropus niger,8827.27722668963,4.27085261194839,Entire range,474.43,VU,Herbivore,37699.999999999905,8827.27722668963
387,Pteropus pselaphon,71.8101639935578,3.11386000692101,Entire range,452.5545,EN,Herbivore,223.606797749979,71.8101639935578
388,Pteropus rodricensis,110.931389438466,180.291620804895,Entire range,256.17,EN,Herbivore,20000.0,110.931389438466
389,Pteropus rufus,185368.314810847,1.61839956470514,Entire range,452.5545,VU,Herbivore,300000.0,185368.314810847
390,Pteropus seychellensis,2730.91008877769,2.4533945762377,Entire range,492.2,LC,Herbivore,6700.0,2730.91008877769
391,Pygathrix cinerea,24681.1347040006,0.016843798801248002,Entire range,10050.0,CR,Herbivore,415.72406714069297,24681.1347040006
392,Rangifer tarandus,18660769.8067974,0.103777856972148,Entire range,109088.5,VU,Herbivore,1936574.7,18660769.8067974
394,Raphicerus melanotis,160973.791424353,0.963325511736317,Entire range,10503.14,LC,Herbivore,155070.16,160973.791424353
395,Raphicerus sharpei,2462567.73168791,0.025847004807608997,Entire range,9396.9,LC,Herbivore,63650.0000000002,2462567.73168791
396,Redunca arundinum,4763442.97755547,0.010267783246374002,Entire range,58059.24,LC,Herbivore,48910.0,4763442.97755547
398,Reithrodontomys spectabilis,488.275018314581,0.20857098188543302,Entire range,20.19,CR,Herbivore,101.84,488.275018314581
399,Rhinoceros sondaicus,246.042298264833,0.223944864945602,Entire range,1750000.0,CR,Herbivore,55.099909255823604,246.042298264833
400,Rhinoceros unicornis,2240.4335562650303,0.7700518478557891,Entire range,1843656.0,VU,Herbivore,1725.25,2240.4335562650303
404,Rhinopithecus brelichi,502.964472187622,0.999076530822144,Entire range,12267.15,EN,Herbivore,502.5,502.964472187622
405,Rhinopithecus strykeri,203.43462933845,1.43985501028056,Entire range,11452.67,CR,NotAssigned,292.916370317536,203.43462933845
406,Rhinopoma hadramauticum,231.429906136555,0.648144410132944,Entire range,9.13,EN,NotAssigned,150.0,231.429906136555
407,Rhynchocyon chrysopygus,3574.3302738457105,3.63704498577659,Entire range,535.2,EN,Insectivore,13000.0,3574.3302738457105
408,Rhynchocyon udzungwensis,320.401942372929,39.6762769280607,Entire range,711.0,VU,Carnivore,12712.3561938769,320.401942372929
409,Romerolagus diazi,452.983991848991,8.10576314067734,Entire range,465.58,EN,Herbivore,3671.7809444464397,452.983991848991
410,Rucervus duvaucelii,34612.8495398717,0.081781779916514,Entire range,171223.9,VU,Herbivore,2830.7004433532106,34612.8495398717
411,Rucervus eldii,83737.1257505429,0.056008609776884,Entire range,95471.61,EN,Herbivore,4690.0,83737.1257505429
412,Rungwecebus kipunji,71.06057369440109,10.5317190826306,Entire range,13.0,CR,Herbivore,748.390000000002,71.06057369440109
413,Rupicapra pyrenaica,15121.5424709569,3.3065409891902298,Entire range,29999.99,LC,Herbivore,49999.999999999905,15121.5424709569
414,Rupicapra rupicapra,276838.179630046,1.64355942741728,Entire range,33266.35,LC,Herbivore,455000.000000001,276838.179630046
415,Rusa alfredi,1689.0898306479999,0.41442437654808,Entire range,46475.04,EN,Herbivore,700.0,1689.0898306479999
416,Rusa timorensis,11319.645284778,0.883331566356239,Entire range,66375.5,VU,Herbivore,9998.99999999997,11319.645284778
418,Saguinus oedipus,52110.7113012753,0.038379825376727,Entire range,462.04,CR,Omnivore,2000.0,52110.7113012753
419,Saiga tatarica,765808.632666604,0.023504566587768,Entire range,37734.01,CR,Herbivore,18000.0,765808.632666604
420,Saimiri oerstedii,7301.9925584523,0.14035934904449998,Entire range,714.18,VU,Omnivore,1024.9029222321499,7301.9925584523
422,Santamartamys rufodorsalis,89.5228536773288,0.07898617527712,Entire range,148.0,CR,Herbivore,7.07106781186548,89.5228536773288
423,Sapajus flavius,38931.4359769224,0.0046235129910620005,Entire range,2920.0,CR,NotAssigned,180.0,38931.4359769224
424,Sarcophilus harrisii,64284.13469324559,0.24596097273909803,Entire range,8202.25,EN,Carnivore,15811.3883008419,64284.13469324559
425,Semnopithecus ajax,1520.5035088382099,0.16441921938807003,Entire range,17200.0,EN,Herbivore,250.0,1520.5035088382099
427,Setonix brachyurus,18067.2360033503,0.642207204014162,Entire range,3027.67,VU,Herbivore,11602.909117975601,18067.2360033503
428,Simias concolor,6004.4802735115,1.2013231141700902,Entire range,7393.9,CR,Herbivore,7213.32094114771,6004.4802735115
431,Sminthopsis leucopus,96976.2979529158,0.09223152562847699,Entire range,23.36,LC,Carnivore,8944.27190999918,96976.2979529158
432,Sminthopsis psammophila,7619.6092651609,0.928009241129527,Entire range,33.5,VU,Carnivore,7071.06781186548,7619.6092651609
436,Spalax giganteus,25404.1760308064,0.026373616652141003,Entire range,211.245,LC,Herbivore,670.0,25404.1760308064
437,Speothos venaticus,11389114.450787598,0.004829172648818,Entire range,6324.54,NT,Carnivore,54999.9999999998,11389114.450787598
438,Sylvicapra grimmia,13576011.167444501,0.201074343844544,Entire range,15639.15,LC,Herbivore,2729787.5375201,13576011.167444501
439,Syncerus caffer,8442678.02487984,0.047318775250314,Entire range,592666.0,LC,Herbivore,399497.18397005,8442678.02487984
442,Tapirus bairdii,285333.14904528396,0.010514025482275,Entire range,293781.6,EN,Herbivore,3000.0,285333.14904528396
443,Tapirus indicus,89491.8626631381,0.027935500788607,Entire range,311209.2,EN,Herbivore,2500.0,89491.8626631381
444,Tapirus pinchaque,49536.8681523535,0.05046746177637001,Entire range,156923.4,EN,Herbivore,2500.0,49536.8681523535
445,Tarsius sangirensis,556.365213370491,10.728239051661001,Entire range,165.0,EN,Insectivore,5968.8190090670105,556.365213370491
446,Tarsius tumpara,230.363062854782,11.968648036851599,Entire range,122.6825,CR,NotAssigned,2757.1344200000103,230.363062854782
447,Tetracerus quadricornis,2063086.53720503,0.004055380186173,Entire range,19282.12,VU,Herbivore,8366.600265340741,2063086.53720503
448,Theropithecus gelada,103851.677171732,1.29030174234369,Entire range,15964.11,LC,Herbivore,134000.0,103851.677171732
451,Trachypithecus delacouri,6008.39808695761,0.024934525363372997,Entire range,9000.0,CR,Herbivore,149.816554492486,6008.39808695761
452,Trachypithecus francoisi,248808.27640877,0.0054425949005790005,Entire range,8139.93,EN,Herbivore,1354.16265640432,248808.27640877
453,Trachypithecus geei,5685.95383432145,0.708962667911121,Entire range,8356.0,EN,Herbivore,4031.1290000000004,5685.95383432145
455,Trachypithecus poliocephalus,944.695857103232,0.8600259185238861,Entire range,9000.0,CR,Herbivore,812.462922230917,944.695857103232
456,Tragelaphus angasii,197902.36027917103,0.11850327993074199,Entire range,87616.76,LC,Herbivore,23452.078799117204,197902.36027917103
457,Tragelaphus buxtoni,6875.037813041689,0.28166996688080104,Entire range,215000.8,EN,Herbivore,1936.4916731037101,6875.037813041689
458,Tragelaphus derbianus,392963.14782715397,0.023088773153257,Entire range,663012.125,VU,Herbivore,9073.036977771,392963.14782715397
459,Tragelaphus eurycerus,2217282.32760896,0.008733626967531999,Entire range,270998.4,NT,Herbivore,19364.9167310371,2217282.32760896
460,Tragelaphus imberbis,1488947.7052956002,0.060071095030322,Entire range,94320.39,NT,Herbivore,89442.71909999131,1488947.7052956002
461,Tragelaphus oryx,6776785.92711146,0.014682291100949,Entire range,492500.0,LC,Herbivore,99498.7437106616,6776785.92711146
462,Tragelaphus scriptus,12064054.1738248,0.10152017337993302,Entire range,43250.39,LC,Herbivore,1224744.8713916,12064054.1738248
463,Tragelaphus spekii,4392198.82527894,0.023660825155731,Entire range,75554.25,LC,Herbivore,103923.04845413301,4392198.82527894
464,Tragelaphus strepsiceros,6084589.46386677,0.053255365352860996,Entire range,206056.4,LC,Herbivore,324037.034920393,6084589.46386677
465,Tremarctos ornatus,218254.95321088601,0.022908987523270002,Entire range,123177.0,VU,Herbivore,5000.0,218254.95321088601
466,Urocyon littoralis,911.1634823969999,4.38999156274041,Entire range,1923.0,NT,Omnivore,4000.0,911.1634823969999
467,Uromys hadrourus,635.188032028075,31.4867393457376,Entire range,149.11,NT,Omnivore,20000.0,635.188032028075
468,Ursus americanus,10469239.769368902,0.057508349532843,Entire range,110500.0,LC,Omnivore,602068.700000002,10469239.769368902
469,Ursus arctos,24948801.960553102,0.004409029346335999,Entire range,196287.5,LC,Omnivore,110000.0,24948801.960553102
470,Vicugna vicugna,743523.4866044441,0.470731599345161,Entire range,47499.61,LC,Herbivore,350000.0,743523.4866044441
471,Vulpes pallida,4152381.02216173,0.007615538727933001,Entire range,2800.01,LC,Omnivore,31622.6184874055,4152381.02216173
472,Wyulda squamicaudata,82875.6353206454,0.085321431136034,Entire range,1799.21,NT,Omnivore,7071.06781186547,82875.6353206454
473,Xeromys myoides,12793.2332191969,1.2359180849698002,Entire range,45.2,VU,Omnivore,15811.3883008419,12793.2332191969
475,Zyzomys maini,21158.5453105801,0.945244566978772,Entire range,93.99,VU,Herbivore,20000.0,21158.5453105801
476,Zyzomys palatalis,2582.4296025704502,0.38723224013721,Entire range,123.0,CR,NotAssigned,1000.0,2582.4296025704502
477,Zyzomys pedunculatus,7110.095771054459,0.11251606529082699,Entire range,100.0,CR,Herbivore,799.9999999999969,7110.095771054459
